model,regime,feature,importance
xgboost,plan_time,num_joins,0.00040937811718322337
xgboost,plan_time,enable_hashjoin,0.00040422193706035614
xgboost,plan_time,enable_nestloop,0.00034618680365383625
xgboost,plan_time,limit_count,0.0002558976993896067
xgboost,plan_time,root_node_type__Limit,0.00021974454284645617
xgboost,plan_time,hash_count,5.7310542615596205e-05
xgboost,plan_time,windowagg_count,0.0
xgboost,plan_time,root_node_type__Bitmap Heap Scan,0.0
xgboost,plan_time,root_node_type__Hash Join,0.0
xgboost,plan_time,root_node_type__Nested Loop,0.0
xgboost,plan_time,root_node_type__Seq Scan,0.0
