model,regime,feature,importance
lasso,post_mortem,num_aggregates,0.07774748595858236
lasso,post_mortem,estimated_total_cost,0.054051678381439545
lasso,post_mortem,incremental_sort_count,0.04821733058464919
lasso,post_mortem,sum_shared_read_blocks,0.036893703931437705
lasso,post_mortem,parallel_worker_count,0.035725017603916026
lasso,post_mortem,aggregate_count,0.03314787807874831
lasso,post_mortem,actual_rows,0.03244374568328492
lasso,post_mortem,num_sorts,0.029516227751951455
lasso,post_mortem,total_rows_removed_by_filter,0.025566767136258224
lasso,post_mortem,gather_count,0.01588445026760679
lasso,post_mortem,root_node_type__Limit,0.007149200705819769
lasso,post_mortem,limit_count,0.0029662672972434693
lasso,post_mortem,bitmap_heap_scan_count,5.161372606449537e-14
lasso,post_mortem,num_joins,0.0
lasso,post_mortem,index_scan_count,0.0
lasso,post_mortem,hash_join_count,0.0
lasso,post_mortem,merge_join_count,0.0
lasso,post_mortem,sort_count,0.0
lasso,post_mortem,hash_count,0.0
lasso,post_mortem,gather_merge_count,0.0
lasso,post_mortem,estimated_startup_cost,0.0
lasso,post_mortem,max_subtree_cost,0.0
lasso,post_mortem,root_node_type__Aggregate,0.0
lightgbm,post_mortem,actual_total_time_ms,3658.0
lightgbm,post_mortem,planning_time_ms,3065.0
lightgbm,post_mortem,sum_shared_read_blocks,1338.0
lightgbm,post_mortem,sum_shared_hit_blocks,1222.0
lightgbm,post_mortem,estimated_total_cost,900.0
lightgbm,post_mortem,total_nodes,786.0
lightgbm,post_mortem,tree_depth,655.0
lightgbm,post_mortem,total_rows_removed_by_filter,643.0
lightgbm,post_mortem,wall_time_ms,505.0
lightgbm,post_mortem,sum_temp_written_blocks,461.0
lightgbm,post_mortem,sum_temp_read_blocks,428.0
lightgbm,post_mortem,estimated_rows,350.0
lightgbm,post_mortem,actual_rows,330.0
lightgbm,post_mortem,seq_scan_count,297.0
lightgbm,post_mortem,index_scan_count,265.0
lightgbm,post_mortem,hash_join_count,259.0
lightgbm,post_mortem,max_actual_loops,249.0
lightgbm,post_mortem,num_sorts,245.0
lightgbm,post_mortem,num_scans,190.0
lightgbm,post_mortem,num_aggregates,172.0
lightgbm,post_mortem,gather_count,131.0
lightgbm,post_mortem,estimated_startup_cost,121.0
lightgbm,post_mortem,nested_loop_count,112.0
lightgbm,post_mortem,bitmap_index_scan_count,79.0
lightgbm,post_mortem,gather_merge_count,50.0
lightgbm,post_mortem,root_node_type__Aggregate,34.0
lightgbm,post_mortem,hash_count,30.0
lightgbm,post_mortem,parallel_worker_count,30.0
lightgbm,post_mortem,root_node_type__Nested Loop,30.0
lightgbm,post_mortem,num_joins,22.0
lightgbm,post_mortem,aggregate_count,21.0
lightgbm,post_mortem,index_only_scan_count,20.0
lightgbm,post_mortem,root_node_type__Sort,19.0
lightgbm,post_mortem,limit_count,17.0
lightgbm,post_mortem,merge_join_count,15.0
lightgbm,post_mortem,sort_count,13.0
lightgbm,post_mortem,bitmap_heap_scan_count,5.0
lightgbm,post_mortem,materialize_count,3.0
lightgbm,post_mortem,incremental_sort_count,0.0
lightgbm,post_mortem,max_subtree_cost,0.0
lightgbm,post_mortem,root_node_type__Limit,0.0
linear_regression,post_mortem,estimated_total_cost,132.75120999164417
linear_regression,post_mortem,wall_time_ms,119.7843699821984
linear_regression,post_mortem,actual_total_time_ms,118.68454135369268
linear_regression,post_mortem,estimated_startup_cost,74.54450328121429
linear_regression,post_mortem,max_subtree_cost,58.14386372679499
linear_regression,post_mortem,estimated_rows,3.016585130973303
linear_regression,post_mortem,sum_temp_read_blocks,2.679612899997646
linear_regression,post_mortem,sum_temp_written_blocks,2.4902282776368034
linear_regression,post_mortem,total_nodes,2.4658015638363127
linear_regression,post_mortem,num_scans,1.5894427224263048
linear_regression,post_mortem,actual_rows,0.7964473359680173
linear_regression,post_mortem,seq_scan_count,0.6527352796439481
linear_regression,post_mortem,tree_depth,0.5326359544841338
linear_regression,post_mortem,hash_count,0.4294163723003013
linear_regression,post_mortem,hash_join_count,0.4294163722854103
linear_regression,post_mortem,num_joins,0.36382472006145883
linear_regression,post_mortem,index_only_scan_count,0.27273315530208364
linear_regression,post_mortem,planning_time_ms,0.23402004412081087
linear_regression,post_mortem,root_node_type__Sort,0.222789958611384
linear_regression,post_mortem,num_aggregates,0.20352530950620096
linear_regression,post_mortem,aggregate_count,0.2035253094967181
